Gmt time,Ask,Bid,AskVolume,BidVolume
01.05.2009 00:00:38.552,1.3245500000000001,1.3243500000000001,9.6,4.8
01.05.2009 00:00:39.002,1.3245500000000001,1.3243500000000001,8,3.2
01.05.2009 00:00:39.172,1.3245500000000001,1.3243500000000001,9.6,4.8
01.05.2009 00:00:39.471,1.3246,1.3243500000000001,5.4,8
01.05.2009 00:00:39.812,1.3246,1.3243500000000001,6.4,8
01.05.2009 00:00:39.931,1.3245500000000001,1.3243500000000001,6.4,4.8
01.05.2009 00:00:39.982,1.3245500000000001,1.3243500000000001,9.6,4.8
01.05.2009 00:00:40.101,1.3245500000000001,1.3243500000000001,4.8,9.6
01.05.2009 00:00:40.222,1.3245500000000001,1.3243500000000001,3.2,8
01.05.2009 00:00:40.472,1.3245500000000001,1.3244500000000001,3.2,1.6
01.05.2009 00:00:40.581,1.3246,1.3244500000000001,8,1.6
01.05.2009 00:00:40.922,1.3246,1.3244500000000001,1.6,1
01.05.2009 00:00:41.151,1.3246,1.3244,11.2,12.8
01.05.2009 00:00:41.541,1.3246,1.3244,11.2,9.6
01.05.2009 00:00:41.841,1.3246,1.3244,9.6,12.8
01.05.2009 00:00:42.081,1.3246,1.3244500000000001,8,1.6
01.05.2009 00:00:42.261,1.3246,1.3244,14.4,9.6
01.05.2009 00:00:43.830,1.3246,1.3244500000000001,4.8,1.6
01.05.2009 00:00:44.120,1.3246,1.3244,11.2,9.6
01.05.2009 00:00:44.411,1.3246,1.3244,14.4,9.6
01.05.2009 00:00:45.630,1.3246,1.3244,14.4,6.4
01.05.2009 00:01:05.015,1.3246,1.3244,19,6.4
01.05.2009 00:01:06.595,1.3245500000000001,1.3244,4.8,6.4
01.05.2009 00:01:06.765,1.3245500000000001,1.3244,8,1.6
01.05.2009 00:01:07.045,1.3245500000000001,1.3244,12.6,1.6
01.05.2009 00:01:07.215,1.3245500000000001,1.3243500000000001,14.2,1.6
01.05.2009 00:01:08.844,1.3245500000000001,1.3243500000000001,14.2,4.8
01.05.2009 00:01:09.024,1.3245500000000001,1.3244,1.6,4.8
01.05.2009 00:01:09.354,1.3246,1.3244,19,6.4
01.05.2009 00:01:17.442,1.3245,1.3244,1,6.4
01.05.2009 00:01:18.622,1.3245,1.3244,1,6.4
01.05.2009 00:01:28.160,1.3245,1.3244,1,8.2
01.05.2009 00:01:28.400,1.3245,1.3244500000000001,1,1.6
01.05.2009 00:01:28.630,1.32465,1.3244500000000001,14.8,1.6
01.05.2009 00:01:28.869,1.32465,1.3244500000000001,15.2,4.8
01.05.2009 00:01:29.149,1.32465,1.3245,8.8,1.6
01.05.2009 00:01:29.270,1.32465,1.3245,8.8,6.4
01.05.2009 00:01:29.789,1.32465,1.3245,10.4,4.8
01.05.2009 00:01:30.230,1.32465,1.3245,8.8,6.4
01.05.2009 00:01:38.847,1.32465,1.3245,7.8,6.4
01.05.2009 00:01:40.247,1.32465,1.3245,14.2,4.8
01.05.2009 00:01:40.307,1.3246,1.3245,4.8,4.8
01.05.2009 00:01:40.827,1.3246,1.3245,4.8,4.8
01.05.2009 00:01:40.937,1.32465,1.3245,7.8,6.4
01.05.2009 00:01:40.997,1.32465,1.3245,4.6,6.4
01.05.2009 00:01:41.047,1.3247,1.3245,23,6.4
01.05.2009 00:01:41.107,1.3247,1.3245,21.4,6.4
01.05.2009 00:01:41.307,1.3246,1.3245,4.8,4.8
01.05.2009 00:01:42.796,1.32465,1.3245,4.8,4.8
01.05.2009 00:01:43.266,1.3246,1.3245,4.8,6.4
01.05.2009 00:01:43.546,1.3246,1.3245,4.8,4.8
01.05.2009 00:01:54.573,1.3247,1.3245,19,6.4
01.05.2009 00:01:59.322,1.32465,1.3245,4.6,6.4
01.05.2009 00:01:59.602,1.3246,1.3245,4.8,4.8
01.05.2009 00:01:59.942,1.32465,1.3245,2.4,4.8
01.05.2009 00:02:00.332,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:00.442,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:00.492,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:00.612,1.32465,1.3245,15.2,4.8
01.05.2009 00:02:00.662,1.32465,1.3245,12,4.8
01.05.2009 00:02:00.832,1.32465,1.3245,2.4,4.8
01.05.2009 00:02:00.942,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:01.872,1.3247,1.3245,24.6,6.4
01.05.2009 00:02:02.152,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:02.372,1.32465,1.3245,12.6,6.4
01.05.2009 00:02:02.672,1.32465,1.3245,4.8,6.4
01.05.2009 00:02:02.901,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:03.171,1.32465,1.3245,7.8,6.4
01.05.2009 00:02:03.461,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:03.801,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:04.091,1.3247,1.3245,21.4,6.4
01.05.2009 00:02:04.321,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:04.671,1.32465,1.3245,9.6,4.8
01.05.2009 00:02:04.791,1.3247,1.3245,21.4,6.4
01.05.2009 00:02:05.071,1.32465,1.3245,1.6,4.8
01.05.2009 00:02:05.181,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:05.521,1.32465,1.3245,14.2,4.8
01.05.2009 00:02:05.641,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:06.031,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:06.261,1.32465,1.3245,9.6,4.8
01.05.2009 00:02:06.500,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:06.730,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:07.020,1.32465,1.3245,6.2,4.8
01.05.2009 00:02:07.180,1.32465,1.3245,4.8,4.8
01.05.2009 00:02:07.351,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:07.640,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:07.800,1.3247,1.3245,22.2,6.4
01.05.2009 00:02:08.180,1.32465,1.3245,1.6,6.4
01.05.2009 00:02:08.640,1.32465,1.3245,4.8,1.6
01.05.2009 00:02:08.980,1.32465,1.3244500000000001,14.2,1.6
01.05.2009 00:02:09.490,1.32465,1.3244500000000001,14.2,6.6
01.05.2009 00:02:11.939,1.32465,1.3245,4.8,6.4
01.05.2009 00:02:12.329,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:12.729,1.32465,1.3245,14.2,4.8
01.05.2009 00:02:12.839,1.32465,1.3245,7.8,6.4
01.05.2009 00:02:12.949,1.32465,1.3245,12.6,6.4
01.05.2009 00:02:13.249,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:13.609,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:13.959,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:14.429,1.32465,1.3245,3.2,6.4
01.05.2009 00:02:14.599,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:14.998,1.32465,1.3245,7.8,6.4
01.05.2009 00:02:15.458,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:15.748,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:16.028,1.3247,1.3245,19,6.4
01.05.2009 00:02:16.208,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:16.369,1.32465,1.3245,14.2,4.8
01.05.2009 00:02:16.598,1.32465,1.3245,7.8,6.4
01.05.2009 00:02:16.768,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:16.988,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:17.338,1.32465,1.3245,9.4,4.8
01.05.2009 00:02:17.568,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:18.098,1.3247,1.3245,21.4,6.4
01.05.2009 00:02:18.388,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:18.618,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:19.018,1.32465,1.3245,6.2,4.8
01.05.2009 00:02:19.427,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:19.547,1.3247,1.3245,22.2,6.4
01.05.2009 00:02:19.887,1.32465,1.3245,9.4,6.4
01.05.2009 00:02:20.117,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:20.457,1.32465,1.3245,1.6,4.8
01.05.2009 00:02:20.637,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:20.997,1.32465,1.3245,14.2,4.8
01.05.2009 00:02:21.227,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:22.537,1.3246,1.3244500000000001,4.8,1.6
01.05.2009 00:02:22.756,1.3246,1.3244500000000001,12.8,1.6
01.05.2009 00:02:23.047,1.3246,1.3244500000000001,9.4,3.2
01.05.2009 00:02:23.397,1.3246,1.3244,19,6.4
01.05.2009 00:02:31.344,1.3246,1.3245,19,4.8
01.05.2009 00:02:31.505,1.3246,1.3245,6.4,4.8
01.05.2009 00:02:31.805,1.3247,1.3245,21.4,6.4
01.05.2009 00:02:32.095,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:32.314,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:32.484,1.3247,1.3245,22.2,6.4
01.05.2009 00:02:32.834,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:33.064,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:33.404,1.32465,1.3245,7.8,6.4
01.05.2009 00:02:33.744,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:34.204,1.32465,1.3245,4.8,6.4
01.05.2009 00:02:34.564,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:34.804,1.3247,1.3245,23,6.4
01.05.2009 00:02:34.924,1.3246,1.3245,4.8,6.4
01.05.2009 00:02:35.224,1.3246,1.3245,4.8,4.8
01.05.2009 00:02:35.634,1.32465,1.3245,9.4,4.8
01.05.2009 00:02:35.813,1.32465,1.3245,1.6,4.8
01.05.2009 00:02:45.831,1.3247,1.3246,9.4,4.8
01.05.2009 00:02:45.941,1.3247,1.3246,14.2,4.8
01.05.2009 00:02:46.181,1.3247,1.3245500000000001,14.2,1
01.05.2009 00:02:46.301,1.3247,1.3245,19,11.4
01.05.2009 00:02:52.010,1.3247,1.3245,19,9.6
01.05.2009 00:02:52.309,1.3247,1.3245,19,6.4
01.05.2009 00:02:58.278,1.3247,1.3246,4.8,4.8
01.05.2009 00:02:58.968,1.3247,1.3246,4.8,6.4
01.05.2009 00:02:59.148,1.3248,1.3246,19,6.4
01.05.2009 00:03:18.083,1.3248,1.3246,19,9.6
01.05.2009 00:03:18.363,1.3248,1.3246,19,11.4
01.05.2009 00:03:18.573,1.3248,1.3247,12.6,4.8
01.05.2009 00:03:18.803,1.3248,1.3247,4.8,4.8
01.05.2009 00:03:23.302,1.32485,1.3247,4.8,6.4
01.05.2009 00:03:23.422,1.3249,1.3247,19,9.6
01.05.2009 00:03:23.592,1.3249,1.3247,19,11.4
01.05.2009 00:03:33.210,1.3249,1.3247,11.2,11.4
01.05.2009 00:03:35.629,1.3249,1.32475,11.2,9.6
01.05.2009 00:03:35.859,1.3249,1.32475,11.2,6.2
01.05.2009 00:03:38.858,1.325,1.3248,6.4,19.9
01.05.2009 00:03:39.038,1.325,1.3248,4.8,24.2
01.05.2009 00:03:39.268,1.32505,1.32485,7.6,11.2
01.05.2009 00:03:39.438,1.32505,1.32485,6,20.8
01.05.2009 00:03:39.718,1.325,1.3249,3,11.4
01.05.2009 00:03:39.998,1.325,1.3249,3,12.2
01.05.2009 00:03:40.168,1.32505,1.325,3.7,4.8
01.05.2009 00:03:40.278,1.3251000000000002,1.325,10.2,4.8
01.05.2009 00:03:40.588,1.3251000000000002,1.325,9.4,4.8
01.05.2009 00:03:42.627,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:03:43.977,1.3251000000000002,1.325,1,6.4
01.05.2009 00:03:44.387,1.32515,1.325,1.6,6.4
01.05.2009 00:03:44.507,1.3252000000000002,1.325,19,7.2
01.05.2009 00:03:44.677,1.3252000000000002,1.325,19,6.4
01.05.2009 00:03:45.417,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:03:45.527,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:03:45.927,1.3251000000000002,1.325,4.8,6.4
01.05.2009 00:03:46.037,1.3251000000000002,1.325,4.8,6.4
01.05.2009 00:03:46.376,1.3252000000000002,1.325,22.2,6.4
01.05.2009 00:03:46.496,1.3252000000000002,1.325,19,6.4
01.05.2009 00:03:47.306,1.32515,1.325,6.4,4.8
01.05.2009 00:03:47.696,1.3252000000000002,1.3251000000000002,12.6,4.8
01.05.2009 00:03:47.927,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:03:48.156,1.3253000000000001,1.3251000000000002,19,6.4
01.05.2009 00:03:49.766,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:03:51.365,1.32525,1.3251000000000002,14.2,4.8
01.05.2009 00:03:51.595,1.32525,1.3251000000000002,1.6,4.8
01.05.2009 00:03:51.765,1.3253000000000001,1.3252000000000002,4.8,4.8
01.05.2009 00:03:54.644,1.3253000000000001,1.3252000000000002,4.8,4.8
01.05.2009 00:03:54.884,1.32535,1.3252000000000002,4.8,4.8
01.05.2009 00:03:54.994,1.32535,1.3252000000000002,4.8,1.6
01.05.2009 00:03:55.224,1.3254000000000001,1.3252000000000002,22.2,1.6
01.05.2009 00:03:55.334,1.3254000000000001,1.3252000000000002,14.4,11.4
01.05.2009 00:03:55.794,1.3254000000000001,1.32525,12.8,1.6
01.05.2009 00:03:56.084,1.3254000000000001,1.32525,8,1.6
01.05.2009 00:03:56.264,1.3254000000000001,1.3253000000000001,4.8,4.8
01.05.2009 00:03:58.004,1.3254000000000001,1.3253000000000001,6.4,4.8
01.05.2009 00:03:58.444,1.3254000000000001,1.32525,11.2,3.2
01.05.2009 00:03:59.843,1.3254000000000001,1.32525,15.8,3.2
01.05.2009 00:04:00.073,1.3254000000000001,1.3252000000000002,19,6.4
01.05.2009 00:04:00.133,1.3253000000000001,1.3252000000000002,4.8,6.4
01.05.2009 00:04:00.193,1.32535,1.3252000000000002,1.6,4.8
01.05.2009 00:04:00.583,1.3254000000000001,1.3252000000000002,19,9.6
01.05.2009 00:04:00.643,1.3254000000000001,1.3252000000000002,14.2,9.6
01.05.2009 00:04:00.933,1.3254000000000001,1.32525,8,1.6
01.05.2009 00:04:01.323,1.32545,1.32525,15.6,4.8
01.05.2009 00:04:01.563,1.32545,1.32525,15.8,6.6
01.05.2009 00:04:02.752,1.32545,1.32525,16.4,1.6
01.05.2009 00:04:03.232,1.3253000000000001,1.3252000000000002,4.8,8
01.05.2009 00:04:04.692,1.3253000000000001,1.3252000000000002,4.8,4.8
01.05.2009 00:04:06.072,1.3253000000000001,1.3252000000000002,6.4,4.8
01.05.2009 00:04:06.192,1.3253000000000001,1.32515,6.4,3.2
01.05.2009 00:04:06.491,1.3253000000000001,1.32515,6.4,1
01.05.2009 00:04:06.612,1.32525,1.3251000000000002,4.8,1.6
01.05.2009 00:04:07.072,1.3252000000000002,1.32505,11.2,3.2
01.05.2009 00:04:07.491,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:04:07.661,1.3252000000000002,1.325,11.2,14.6
01.05.2009 00:04:08.002,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:04:08.291,1.3252000000000002,1.32505,6.4,5
01.05.2009 00:04:08.691,1.3252000000000002,1.3251000000000002,6.4,4.8
01.05.2009 00:04:08.971,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:04:09.491,1.3252000000000002,1.3251000000000002,6.4,4.8
01.05.2009 00:04:09.651,1.3252000000000002,1.3251000000000002,11.2,4.8
01.05.2009 00:04:09.991,1.3252000000000002,1.325,11.2,11.4
01.05.2009 00:04:11.120,1.3252000000000002,1.325,14.4,11.4
01.05.2009 00:04:11.230,1.3251000000000002,1.325,4.8,6.6
01.05.2009 00:04:11.350,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:04:13.290,1.3251000000000002,1.32495,4.8,1.6
01.05.2009 00:04:13.630,1.3251000000000002,1.32495,6.4,2.4
01.05.2009 00:04:13.910,1.3251000000000002,1.32505,12.3,4.8
01.05.2009 00:04:14.190,1.32515,1.32505,4.8,4.8
01.05.2009 00:04:14.530,1.32515,1.3249,12.6,4.8
01.05.2009 00:04:15.149,1.325,1.3249,4.8,4.8
01.05.2009 00:04:15.939,1.325,1.3249,11.2,4.8
01.05.2009 00:04:16.169,1.325,1.3248,19,13
01.05.2009 00:04:16.449,1.325,1.3248,19,11.4
01.05.2009 00:04:19.438,1.325,1.3248,11.2,9.6
01.05.2009 00:04:19.878,1.325,1.3248,11.2,12.8
01.05.2009 00:04:20.048,1.32505,1.32485,9.6,1.6
01.05.2009 00:04:20.368,1.32505,1.32485,9.6,4.8
01.05.2009 00:04:21.378,1.32505,1.3249,3.2,1.6
01.05.2009 00:04:21.738,1.3251000000000002,1.3249,14.4,6.4
01.05.2009 00:04:24.867,1.32505,1.3249,1.6,4.8
01.05.2009 00:04:25.207,1.32505,1.32485,6.4,8
01.05.2009 00:04:25.267,1.32505,1.32485,6.4,4.8
01.05.2009 00:04:30.466,1.3251000000000002,1.3249,14.4,1.6
01.05.2009 00:04:30.646,1.3251000000000002,1.3249,14.4,4.8
01.05.2009 00:04:30.696,1.3251000000000002,1.3249,14.4,9.6
01.05.2009 00:04:31.026,1.3251000000000002,1.3249,11.2,9.6
01.05.2009 00:04:32.126,1.3251000000000002,1.32495,9.6,1.6
01.05.2009 00:04:32.345,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:04:32.585,1.32515,1.325,3.2,6.4
01.05.2009 00:04:32.815,1.3251000000000002,1.325,1.6,4.8
01.05.2009 00:04:32.925,1.3251000000000002,1.32495,9.6,4.8
01.05.2009 00:04:33.105,1.3251000000000002,1.325,9.6,4.8
01.05.2009 00:04:33.215,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:04:33.515,1.32515,1.325,4.8,1.6
01.05.2009 00:04:33.855,1.32515,1.32495,6.4,4.8
01.05.2009 00:04:40.423,1.32515,1.32495,6.6,4.8
01.05.2009 00:04:40.543,1.32515,1.32495,7,4.8
01.05.2009 00:04:44.682,1.3251000000000002,1.32495,1.6,3.2
01.05.2009 00:04:44.902,1.3251000000000002,1.3249,6.4,12
01.05.2009 00:04:45.003,1.3251000000000002,1.3249,11.2,9.6
01.05.2009 00:04:45.273,1.3251000000000002,1.32495,4.8,1.6
01.05.2009 00:04:45.452,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:04:46.332,1.3252000000000002,1.325,19.8,9.6
01.05.2009 00:04:46.572,1.3252000000000002,1.325,11.2,9.6
01.05.2009 00:04:53.080,1.3252000000000002,1.325,11.2,14.6
01.05.2009 00:04:53.240,1.3252000000000002,1.3251000000000002,9.6,4.8
01.05.2009 00:04:53.540,1.3253000000000001,1.3251000000000002,18.4,9.6
01.05.2009 00:04:53.880,1.32525,1.3251000000000002,1.6,8
01.05.2009 00:04:54.150,1.32525,1.32505,6.4,8.6
01.05.2009 00:04:54.390,1.32525,1.32505,6.4,6.2
01.05.2009 00:04:54.690,1.32525,1.32505,6.4,5.2
01.05.2009 00:04:55.100,1.32525,1.3251000000000002,4.8,1.6
01.05.2009 00:04:55.390,1.3253000000000001,1.3251000000000002,11.2,9.6
01.05.2009 00:04:55.620,1.3252000000000002,1.3251000000000002,4.8,6.4
01.05.2009 00:04:55.740,1.3252000000000002,1.3251000000000002,4.8,4.8
01.05.2009 00:05:01.428,1.3252000000000002,1.3251000000000002,6.4,4.8
01.05.2009 00:05:01.658,1.3252000000000002,1.32505,6.4,2.4
01.05.2009 00:05:01.768,1.3251000000000002,1.325,4.8,8
01.05.2009 00:05:01.998,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:05:02.508,1.32515,1.325,6.4,8
01.05.2009 00:05:02.758,1.32515,1.325,4.8,9.6
01.05.2009 00:05:03.028,1.3252000000000002,1.325,11.2,9.6
01.05.2009 00:05:03.438,1.3251000000000002,1.325,4.8,6.4
01.05.2009 00:05:03.708,1.3251000000000002,1.325,4.8,4.8
01.05.2009 00:05:12.156,1.325,1.3249,4.8,9.6
01.05.2009 00:05:12.386,1.325,1.3249,4.8,4.8
01.05.2009 00:05:15.405,1.32505,1.3249,10.4,4.8
01.05.2009 00:05:15.515,1.325,1.3249,1,9.6
01.05.2009 00:05:19.764,1.325,1.3249,4.8,9.6
01.05.2009 00:05:19.934,1.325,1.3249,4.8,4.8
01.05.2009 00:05:46.327,1.325,1.3248,11.2,8.2
01.05.2009 00:05:46.387,1.325,1.32485,11.2,1
01.05.2009 00:05:46.617,1.325,1.3249,11.2,1
01.05.2009 00:06:23.698,1.325,1.3248,9.6,8.2
01.05.2009 00:06:43.154,1.325,1.3248,14.2,8.2
01.05.2009 00:06:46.413,1.325,1.3248,17.4,11.4
01.05.2009 00:07:50.627,1.32495,1.3248,1,11.4
01.05.2009 00:07:50.687,1.3249,1.3248,1,11.4
01.05.2009 00:07:50.977,1.325,1.3248,17.4,11.4
01.05.2009 00:07:51.257,1.325,1.3248,17.4,14.6
01.05.2009 00:07:51.537,1.32505,1.32495,7.8,1.6
01.05.2009 00:07:51.947,1.3251000000000002,1.3249,7.8,4.8
01.05.2009 00:07:52.567,1.32515,1.3249,7.8,4.8
01.05.2009 00:07:53.527,1.32515,1.32495,3.2,4.8
01.05.2009 00:07:55.296,1.32525,1.32505,15,1.6
01.05.2009 00:07:55.416,1.32525,1.32505,12.6,1.6
01.05.2009 00:07:55.856,1.32525,1.32505,12.6,4.8
01.05.2009 00:07:55.966,1.32525,1.32505,12.6,6.6
01.05.2009 00:07:56.656,1.32525,1.32505,8,6.6
01.05.2009 00:07:56.776,1.32525,1.32505,4.8,6.6
01.05.2009 00:07:59.765,1.32525,1.3251000000000002,4.8,4.8
01.05.2009 00:08:02.625,1.3254000000000001,1.32515,7.8,4.8
01.05.2009 00:08:03.484,1.3254000000000001,1.3253000000000001,7.8,4.8
01.05.2009 00:08:04.514,1.3254000000000001,1.32525,2.2,9.8
01.05.2009 00:08:04.634,1.32545,1.32525,14.2,1.6
01.05.2009 00:08:05.504,1.32545,1.32525,4.6,3.2
01.05.2009 00:08:05.664,1.32545,1.32525,4.8,5
01.05.2009 00:08:05.834,1.32545,1.32525,6.4,6.6
01.05.2009 00:08:06.073,1.32545,1.32525,11,4.8
01.05.2009 00:08:06.244,1.32545,1.32525,14.2,6.4
01.05.2009 00:08:06.413,1.32545,1.32525,12.6,4.8
01.05.2009 00:08:06.534,1.32545,1.32525,7.8,4.8
01.05.2009 00:08:06.834,1.32545,1.32525,7.8,1
01.05.2009 00:08:07.064,1.3254000000000001,1.32515,11,7.4
01.05.2009 00:08:07.283,1.32535,1.32515,7.8,2.4
01.05.2009 00:08:07.623,1.3252000000000002,1.3251000000000002,6.4,4.8
01.05.2009 00:08:07.853,1.3252000000000002,1.325,11.2,11.4
01.05.2009 00:08:08.133,1.3252000000000002,1.32505,4.8,4.8
01.05.2009 00:08:08.553,1.3252000000000002,1.325,11.2,11.4
01.05.2009 00:08:09.183,1.32515,1.32505,1,4.8
01.05.2009 00:08:09.653,1.3253000000000001,1.3252000000000002,7.8,1
01.05.2009 00:08:10.003,1.32535,1.32515,14.2,8.8
01.05.2009 00:08:10.163,1.32535,1.32515,14.2,8.6
01.05.2009 00:08:10.323,1.32535,1.32515,14.2,7.4
01.05.2009 00:08:10.442,1.32535,1.32515,14.2,6.4
01.05.2009 00:08:10.603,1.3253000000000001,1.32515,7.8,1.6
01.05.2009 00:08:10.942,1.3253000000000001,1.3251000000000002,7.8,4.8
01.05.2009 00:08:14.002,1.3253000000000001,1.3251000000000002,12.6,6.6
01.05.2009 00:08:14.342,1.3253000000000001,1.3251000000000002,17.4,11.4
01.05.2009 00:08:15.321,1.3253000000000001,1.3251000000000002,17.4,9.8
01.05.2009 00:08:15.431,1.3253000000000001,1.3251000000000002,7.8,4.8
01.05.2009 00:08:16.931,1.32515,1.3251000000000002,1,3.2
01.05.2009 00:08:16.991,1.3252000000000002,1.3251000000000002,5.4,3.2
01.05.2009 00:08:17.101,1.32515,1.325,4.8,6.4
01.05.2009 00:08:17.281,1.32515,1.325,4.8,4.8
01.05.2009 00:08:17.721,1.32515,1.3251000000000002,4.8,1
01.05.2009 00:08:18.120,1.32515,1.32505,4.8,4
01.05.2009 00:08:18.361,1.32515,1.32505,6.4,5
01.05.2009 00:08:18.601,1.3252000000000002,1.32505,3.2,6.8
01.05.2009 00:08:18.840,1.32525,1.32505,6.4,6.8
01.05.2009 00:08:19.081,1.32525,1.3251000000000002,1,6.4
01.05.2009 00:08:19.700,1.32525,1.3251000000000002,6.4,4.8
01.05.2009 00:08:20.331,1.32525,1.3251000000000002,6.4,9.6
01.05.2009 00:08:20.570,1.3253000000000001,1.3251000000000002,9.6,11.4
01.05.2009 00:08:22.020,1.3252000000000002,1.3251000000000002,1,11.4
01.05.2009 00:08:22.190,1.3252000000000002,1.3251000000000002,1,6.4
01.05.2009 00:08:22.300,1.3253000000000001,1.3251000000000002,19.8,6.4
01.05.2009 00:08:22.480,1.3253000000000001,1.3251000000000002,15.8,6.4
01.05.2009 00:08:22.599,1.32525,1.3251000000000002,1,6.4
01.05.2009 00:08:22.719,1.3252000000000002,1.3251000000000002,1,11.4
01.05.2009 00:08:22.779,1.32525,1.3251000000000002,1.4,11.4
01.05.2009 00:08:23.080,1.32525,1.3251000000000002,6.4,9.6
01.05.2009 00:08:23.439,1.32525,1.3251000000000002,4.8,11.2
01.05.2009 00:08:23.779,1.3253000000000001,1.3251000000000002,6.4,11.4
